id,eps,oliva_greedy,oliva_greedy_time,oliva_greedy_visit,oliva_greedy_status,oliva_greedy_lb,oliva_balance,oliva_balance_time,oliva_balance_visit,oliva_balance_status,oliva_balance_lb,neuralsat,neuralsat_time,neuralsat_status,bab_baseline,bab_baseline_time,bab_baseline_visit,bab_baseline_status,abcrown,abcrown_status,abcrown_time
34,0.0235294117647058,DFS:,23.72625207901001,17,Status.VERIFIED,-0.4322676956653595,Balance,1023.1719156550346,1041,Status.UNKNOWN,-0.4322676956653595,neuralsat,3.218663454055786,Status.VERIFIED,BaB-Baseline:,1001.8028120994568,1080,Status.UNKNOWN,abcrown:,Status.VERIFIED,0.3915
34,0.0274509803921568,DFS:,35.1340708732605,11,Status.VERIFIED,-1.2327089309692385,Balance,30.89034567802807,679,Status.VERIFIED,-1.2327089309692385,neuralsat,5.686983823776245,Status.VERIFIED,BaB-Baseline:,1002.5592422485352,464,Status.UNKNOWN,abcrown:,Status.VERIFIED,15.3532
34,0.0313725490196078,DFS:,122.78299260139464,25,Status.VERIFIED,-2.2093138694763184,Balance,105.13915672931692,451,Status.VERIFIED,-2.2093138694763184,neuralsat,33.19978189468384,Status.VERIFIED,BaB-Baseline:,1004.6267366409302,302,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.2962
34,0.0352941176470588,DFS:,129.74615287780762,21,Status.VERIFIED,-3.3162624835968018,Balance,127.4273816125948,343,Status.VERIFIED,-3.3162624835968018,neuralsat,1000.1763529777528,Status.UNKNOWN,BaB-Baseline:,1005.6947197914124,224,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.2029
37,0.0156862745098039,DFS:,25.29564595222473,21,Status.VERIFIED,-0.2038047313690185,Balance,21.959668234004702,1663,Status.VERIFIED,-0.2038047313690185,neuralsat,1000.2563579082488,Status.UNKNOWN,BaB-Baseline:,1002.1405963897704,1297,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.1632
38,0.0196078431372549,DFS:,2.72446346282959,3,Status.VERIFIED,0.2073061466217041,Balance,2.668486371065596,3,Status.VERIFIED,0.2073061466217041,neuralsat,5.900955677032471,Status.VERIFIED,BaB-Baseline:,4.111678838729858,3,Status.VERIFIED,abcrown:,Status.VERIFIED,0.1757
38,0.0235294117647058,DFS:,13.455302238464355,9,Status.VERIFIED,-0.4379141926765442,Balance,12.979555125481816,23,Status.VERIFIED,-0.4379141926765442,neuralsat,2.727489709854126,Status.VERIFIED,BaB-Baseline:,23.230613470077515,23,Status.VERIFIED,abcrown:,Status.VERIFIED,0.2067
38,0.0274509803921568,DFS:,37.62471866607666,13,Status.VERIFIED,-1.2032214403152466,Balance,40.048728402219126,743,Status.VERIFIED,-1.2032214403152466,neuralsat,5.310271739959717,Status.VERIFIED,BaB-Baseline:,1002.300420999527,502,Status.UNKNOWN,abcrown:,Status.VERIFIED,15.7958
38,0.0313725490196078,DFS:,908.7912738323212,125,Status.VERIFIED,-2.3912997245788574,Balance,781.5942975045251,317,Status.VERIFIED,-2.3912997245788574,neuralsat,1000.0555996894836,Status.UNKNOWN,BaB-Baseline:,1006.3832156658171,207,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.3107
39,0.0117647058823529,DFS:,18.730000019073486,15,Status.VERIFIED,-0.3500669598579407,Balance,18.64453277774697,469,Status.VERIFIED,-0.3500669598579407,neuralsat,6.199270248413086,Status.VERIFIED,BaB-Baseline:,462.2693884372711,597,Status.VERIFIED,abcrown:,Status.VERIFIED,0.1671
41,0.0274509803921568,DFS:,9.041915655136108,9,Status.VERIFIED,-0.1001493036746978,Balance,8.833759390937486,9,Status.VERIFIED,-0.1001493036746978,neuralsat,14.196707487106323,Status.VERIFIED,BaB-Baseline:,13.198505401611328,9,Status.VERIFIED,abcrown:,Status.VERIFIED,14.8694
